,Company Name,Date of Tweet,Text of Tweet,Tweet ID
1542,Genius Brands International Inc,26-May-21,"RT @Benzinga: LIVE AT 12:15pm ET   $GNUS, @GNUSBrands CEO, Andy Heyward will be with us!   Have questions for Andy? Join the stream!  https…",1397587217065791496
1543,Genius Brands International Inc,26-May-21,$gnus CEO speaking live on @Benzinga right now talking all things Genius https://t.co/B0VvBqFvaK,1397587189446242308
1544,Genius Brands International Inc,26-May-21,RT @ToyBook: #Entertainment: @GNUSBrands Promoted @JOllwerther to president of Kartoon Channel! —&gt; #pulseofplay #GNUS $GNUS   https://t.co/…,1397554633728348162
1545,Genius Brands International Inc,11-May-21,"Superhero Kindergarten viewership growth phenomenon continues, with Episode 4, adding millions of views AGAIN this past weekend. Tune in to Kartoon Channel! with your family every Friday to catch all of the action. #StanLee #ArnoldSchwarzenegger #KartoonChannel #FearsomeFoursome https://t.co/dTxPp4ChlZ",1392102197169692675
1546,Genius Brands International Inc,03-May-21,Genius Brands’ “Stan Lee’s Superhero Kindergarten” surpasses 9 million views on Kartoon Channel! Read more here: https://t.co/pN1BCJaNnt $GNUS #GNUS #GeniusBrands #KartoonChannel! #SuperheroKindergarten,1389304632241885189
1547,Genius Brands International Inc,30-Apr-21,"RT @KellyClarksonTV: From ""Kindergarten Cop"" to ""Stan Lee's Superhero Kindergarten""! Tune in today as Arnold @Schwarzenegger dishes on his…",1388219544410279938
1548,Genprex Inc,01-May-19,Great talking with you and thanks for having us @proactive_NA $GNPX https://t.co/C2jTISCVmp,1123592881267191808
1549,Genprex Inc,01-May-19,"May is National Cancer Research Month, and the @AACR would like your help in supporting a global awareness campaign about the importance of #cancer research. https://t.co/0Xczn3OzTc https://t.co/5Os7mrZFsO",1123572806233534464
1550,Genprex Inc,29-Apr-19,"Genprex's President and COO, Julien Pham, is attending #ASGCT19 today to learn about the latest technological advancements and clinical successes in #genetherapy, to potentially help improve patients' lives @ASGCTherapy https://t.co/nDeYcDRxsm",1122840487390580737
1551,Genprex Inc,21-Apr-19,Happy Easter from the team at Genprex! https://t.co/gLAfSvmsWe,1119948985140154368
1552,Genprex Inc,17-Apr-19,Read more from the #AACR19 poster showing that TUSC2 combined with checkpoint blockade was more effective than checkpoint blockade alone in increasing the survival of mice with human immune cells that had metastatic #lungcancer https://t.co/Xuh7wrhhSc https://t.co/QFcg8YGdlq,1118499744899305473
1553,Genprex Inc,15-Apr-19,$GNPX recently announced that its collaborators at MD Anderson reported positive TUSC2 and checkpoint blockade preclinical data at the #AACR19 meeting. Click to read the full poster: https://t.co/Xuh7wrhhSc https://t.co/wgbUqGTGgY,1117792024533590016
1554,Genprex Inc,12-Apr-19,#Genetherapy is a big and trending topic in the world of medicine and has recently been making headlines as large #pharma companies have been ramping up acquisitions of gene therapy companies. So how exactly does gene therapy work? https://t.co/5YJqaci15c https://t.co/7z5ii28nAv,1116714605500350464
1555,Genprex Inc,10-Apr-19,Genprex is researching how #immunotherapy may help fight #NSCLC. Read more about new research that may have found a way to help fight cancer with immunotherapy via @NewYorkTimes https://t.co/utsFZmwET5,1115963075650310144
1556,Genprex Inc,09-Apr-19,Genprex Collaborators Report Positive TUSC2 and Checkpoint Blockade Preclinical Data at the 2019 AACR Annual Meeting  https://t.co/8Dqh29r5o7  $GNPX https://t.co/Wj5IWh8lyj,1115428855471333382
1557,Genprex Inc,08-Apr-19,"National Cancer Registrars Week emphasizes the important role cancer registrars play in capturing the data that informs cancer research, prevention and treatment programs. https://t.co/SeArvaLhNo https://t.co/0o8MHQNItH",1115238068418744320
1558,Gentex Corporation,08-Jan-18,15 days until #ShotShow2018. Stop by our booth in Law Enforcement Hall to check out our #OpsCore #Gentex and #Argus product lines. See you in Vegas! https://t.co/vdlEFRgAHj,950443974602448898
1559,Gentex Corporation,05-Jan-18,RT @sofreptv: #BlendIn on @sofreptv /// @multicampattern @ChristiniAWD @1stspear @Gentex_Corp https://t.co/rcBHLN1ctl,949320550475882497
1560,Gentex Corporation,20-Dec-17,RT @MARSOCFoundatio: The MARSOC Foundation would like to thank @Gentex_Corp and Ops-Core for sending holiday cheer to Raider Gold Star chil…,943595404041555968
1561,Gentex Corporation,08-Dec-17,RT @PureFloSafety: View the new range of #PAPR #industrial #respirators from PureFlo - Find out more at https://t.co/7ortAERQMA https://t.c…,939167979828326401
1562,Gentex Corporation,08-Dec-17,"RT @PureFloSafety: PureFlo ESM PF23 - a self-contained, lightweight #PAPR with bump cap &amp; visor to protect from impact &amp; liquid splash http…",939167918453088256
1563,Gentex Corporation,09-Nov-17,RT @RonnieDunne1: @PureFloSafety @Gentex_Corp Come visit the PureFlo sales team in booth #B24085 at AWS Fabtech in Chicago to see what’s ne…,928699236098723842
1564,Gentex Corporation,19-Oct-17,RT @PureFloSafety: Introducing the new PureFlo 1000 Full Face Mask - launching in 2018 https://t.co/FBlFNUAHyY #respirator @AplusATradeFair…,921121692033933313
1565,Gentex Corporation,18-Oct-17,RT @PureFloSafety: All ready for another busy day @AplusATradeFair showcasing the range of  #PureFlo #Industrial #Respiratory products from…,920713335779266560
1566,Gentex Corporation,16-Oct-17,RT @PureFloSafety: Getting ready for #APlusA2017 and the preview of the new PureFlo 3000 All-in-one #Respirator for #industrial application…,919921757187911680
1567,Gentex Corporation,12-Oct-17,RT @PureFloSafety: Visit us @AplusATradeFair between 17-20 October where we'll be previewing our new industrial respiratory product range #…,918464295503106048
1568,Genworth Financial Inc,31-Oct-19,"""The cost of care, especially for those living at home, is rising faster than it has in years.”  https://t.co/XJP5oKYVpx""",1190003045616238595
1569,Genworth Financial Inc,30-Oct-19,@uwwesternct You're very welcome!,1189610912874930176
1570,Genworth Financial Inc,30-Oct-19,Most of us will experience physical challenges as we age. The Empathy Lab and these aging simulations can help us understand the effects. https://t.co/FDmGNOf75C,1189578448945254400
1571,Genworth Financial Inc,30-Oct-19,"Aging impacts all of society—local communities, states, and the country as a whole. #AtlanticAgingUp https://t.co/CtuEEa09sV",1189537727148154884
1572,Genworth Financial Inc,29-Oct-19,"@947theDrive Thanks for sharing - the 2019 Cost of Care survey is available now, and helps users calculate different care costs around the country. Find it here: https://t.co/vUCzRYAryb",1189185387119312901
1573,Genworth Financial Inc,29-Oct-19,"@TwightFinancial Thank you for sharing - our 2019 Cost of Care Survey is now available, and allows users to calculate future costs as well. You can find it at https://t.co/lIukGHFAGO.",1189181608487804929
1574,Genworth Financial Inc,29-Oct-19,“Care begins with getting to the care.”  https://t.co/obzZHBUMlr,1189149944470487040
1575,Genworth Financial Inc,28-Oct-19,“My parents were prepared for retirement. They were not prepared for lengthy illness. No one expects to be sick for years. Then it just becomes your responsibility. And you just have to figure it out.” Hear Ronda’s caregiving story. https://t.co/5761mmXcKR,1188915869461684224
1576,Genworth Financial Inc,28-Oct-19,@MultiVuOnline Thanks for sharing the latest Cost of Care Survey!,1188875921467555840
1577,Genworth Financial Inc,28-Oct-19,"Hear how aging is impacting Americans, why long term care costs are increasing and how you can calculate the cost in your area. #CostOfCare2019 https://t.co/BDVtFbdxyO",1188874356350435329
1578,Gevo Inc.,30-Dec-15,The biggest PR headaches of 2015 https://t.co/IHbUR5zHR8 via @WSJ,682238000139378688
1579,GFL ENVIRONMENTAL INC-SUB VT,16-Aug-21,"GFL’s safety culture, #SafeForLife, reflects our ongoing pledge to the health and safety of every worker, subcontractor, visitor, and member of the public, in every service we provide. Learn more at https://t.co/OAHuHOi1Nj https://t.co/lESoRHd55S",1427310464397152258
1580,GFL ENVIRONMENTAL INC-SUB VT,13-Aug-21,"More great news ahead of the 11th Annual Canada's Safest Employer Awards! GFL Infrastructure Group is a finalist in two categories – Young Workers, and Most Innovative Use of Safety Technology! Congrats to the team on this outstanding recognition! #SafeForLife #SafestEmployers https://t.co/R1mlVoYjzP",1426223290486607878
1581,GFL ENVIRONMENTAL INC-SUB VT,12-Aug-21,"This #InternationalYouthDay, GFL is proud to support charities that enrich the lives of young people and help build a better future for them. The #FullCircleProject has donated to organizations such as @BGClubWct which provides a safe space for youth to cultivate new experiences. https://t.co/VwXKJkM9m7",1425857176837427203
1582,GFL ENVIRONMENTAL INC-SUB VT,11-Aug-21,"Despite the challenges of the last year, our community charitable giving program, the #FullCircleProject, is growing in strength and reach. Read on to learn more about the program’s impact this year, including the many new and ongoing charity partnerships. https://t.co/4f72Qk0AIQ https://t.co/SmwFX5p0hR",1425509887384199168
1583,GFL ENVIRONMENTAL INC-SUB VT,10-Aug-21,"Shout out to GFL Liquids Division Canada, finalist for Best Health, Safety and Environment Management Program in @COSmagazine 11th Annual Canada's Safest Employer Awards! With safety as our number one priority, it's an honor to be recognized! #SafeForLife #SafestEmployers https://t.co/DzM76P5UeV",1425144932654850054
1584,GFL ENVIRONMENTAL INC-SUB VT,06-Aug-21,"The Miracle League of the Lakeshore in Manitowoc, WI provides a unique opportunity for local youth with mental and physical disabilities to play baseball in their community. GFL is proud to donate $2,500 so that everyone can #playball! https://t.co/EEPiQj4u5d #FullCircleProject https://t.co/wFiYO178qJ",1423692884172214275
1585,GFL ENVIRONMENTAL INC-SUB VT,04-Aug-21,"Through the #FullCircleProject, GFL was delighted to donate $5,000 to local animal welfare charity @CRPaws which is helping low-income individuals and families in the community with the cost of spaying and neutering their pets. Read more here:  https://t.co/GGCP26TbX1",1422965792090558464
1586,GFL ENVIRONMENTAL INC-SUB VT,02-Aug-21,"GFL invests in Sustainability Value Initiatives (SVIs), key actions that reduce our GHG emissions and help our customers do the same. Our SVIs incorporate innovative technology that reflects our commitment to sustainable environmental solutions. https://t.co/fAWAezOVB9 https://t.co/xnngi0AtL5",1422248407138242567
1587,GFL ENVIRONMENTAL INC-SUB VT,30-Jul-21,GFL fan Julian got a very special 4th birthday surprise when one our big green tanker trucks arrived at his home to deliver him his very own goody bag! Huge thanks to Mike Trask and Lisa Anley at GFL Alberta for arranging this awesome treat! https://t.co/9ujDB1aI0K,1421161244325728261
1588,GFL ENVIRONMENTAL INC-SUB VT,28-Jul-21,"We're pleased to continue partnering with @ChathamAnimal and supporting their mission to help animals in need. In addition to a $5,000 donation, our staff will be volunteering at the Woof-a-Palooza walk when it returns next year! https://t.co/PSugfwS1Op #FullCircleProject https://t.co/tkE7gRlKJ2",1420425077687005189
1589,Glaukos Corp,19-Aug-17,Notre site web en français est désormais en ligne! Rejoignez-nous! https://t.co/yJHBjeaerX https://t.co/1WmtCuDq4Z,898922555830153220
1590,Glaukos Corp,17-Aug-17,"Our UK website is now live! Join us, #UnitedKingdom https://t.co/HYAlI0xseM https://t.co/W5iXTsDrup",898204924311457800
1591,Glaukos Corp,15-Aug-17,Continuamos nossa expansão!! Temos o prazer de compartilhar que a Glaukos iniciou as operações no #Brasil  https://t.co/hzjCo3F5UW https://t.co/Q3SFRZHRf9,897500178789179393
1592,Glaukos Corp,15-Aug-17,Proud of our very own Holly Bennett leading a #yoga class at @WIO_WomenInOpht this weekend! #health #WIO2017 https://t.co/48D9dWoOQO,897264999109992448
1593,Glaukos Corp,10-Aug-17,"Get hands-on experience with iStent® at the iStent lab @WIO_WomenInOpht on Saturday, 8/12, from 2:45-5:00 pm https://t.co/BwAryklUvR https://t.co/9td7gizLRN",895645974328209408
1594,Glaukos Corp,09-Aug-17,"We’re expanding! 🌍 Pleased to share Glaukos has launched websites for #Brazil, #LatinAmerica, #UK, #France, and #Japan. https://t.co/WQaoBXE6dG",895331838184398848
1595,Glaukos Corp,09-Aug-17,RT @willsglaucoma: Thank you @GlaukosCorp  for your sponsorship! We love forward to meeting you 9/9 at  Evviva event honoring the Wills Eye…,895328500168540161
1596,Glaukos Corp,07-Aug-17,We’ve teamed up with @Blueboard to showcase our company culture of gratitude and recognition! Read and share! https://t.co/sDBRPdWGj3 https://t.co/xzJT7zGXPb,894356667650977792
1597,Glaukos Corp,28-Jul-17,We're excited to announce @ocbizjournal has recognized us as one of the best companies to work for in #OrangeCounty https://t.co/CcXVSNiYVb https://t.co/rOz92P0uLr,891042050132594689
1598,Glaukos Corp,25-Jul-17,This @CBSNewYork segment features #iStent helping people with #glaucoma preserve their #vision! #cataracts #eyehealth https://t.co/B5gRpSFgtE,889889409633587202
1599,GLOBALSTAR INC,29-Sep-15,Need some new fishing gear? Big Game Fishing Journal​ recommends their top gear featuring the FREE GSP-1700. http://t.co/fdsuXRW8VL,648899199229005824
1600,GLOBALSTAR INC,22-Sep-15,"We will be exhibiting at @emergencyukshow in the NEC, Birmingham, UK 23-24 Sept. http://t.co/rFzCyx0TxE  #ESS2015 http://t.co/ZesjnTXA2q",646353193207631872
1601,GLOBALSTAR INC,17-Sep-15,We will be exhibiting at the @GrandPavois show in Rochelle from 17th – 21st September. http://t.co/5wnY63VHbQ http://t.co/i1FKc5pgRY,644525674351366144
1602,GLOBALSTAR INC,08-Sep-15,"Visit us at @CTIAShows #SuperMobility, booth #5152 to see our innovative simplex technology. http://t.co/JIxb14DkBg http://t.co/EMghs4Pzia",641299078752526338
1603,GLOBALSTAR INC,08-Sep-15,The @DisasterTechLab team deployed to Greece with donated Globalstar products in order to aid refugee communications http://t.co/IuCB4CN9MQ,641251879704391680
1604,GLOBALSTAR INC,02-Sep-15,Identec Solutions chooses Globalstar’s revolutionary STX3 chipset to enhance its new asset tracking solution. http://t.co/jdgt2ZcSMf,639081226050011136
1605,GLOBALSTAR INC,01-Sep-15,@laurajoparker The @UMiamiRSMAS selects SPOT Trace satellite trackers for Oceanic Flow Study in the Gulf of Mexico: http://t.co/MfrscS9EOw,638731905219690496
1606,GLOBALSTAR INC,01-Sep-15,@jonbowermaster The @univmiami selects SPOT Trace satellite trackers for Oceanic Flow Study in the Gulf of Mexico: http://t.co/MfrscS9EOw,638731265126961156
1607,GLOBALSTAR INC,01-Sep-15,The @UMiamiRSMAS selects SPOT Trace satellite trackers for Oceanic Flow Study in the Gulf of Mexico. Read More &gt;&gt; http://t.co/MfrscS9EOw,638730831138131968
1608,GLOBALSTAR INC,01-Sep-15,@tracy_staedter The @univmiami selects SPOT Trace satellite trackers for Oceanic Flow Study in the Gulf of Mexico: http://t.co/MfrscS9EOw,638730201015320576
1609,GLU MOBILE INC,05-Oct-15,"RT @NiccoloDeMasi: My Q&amp;A with @JohnGaudiosi, a true James Bond fan about Glu’s latest title - http://t.co/xWb8CIqS0G via @alistdaily",651161599680471040
1610,GLU MOBILE INC,05-Oct-15,RT @007WoE: Be the Next 007 Game Agent in James Bond: WoE and win a trip to LA! #Next007GameAgentContest #007woe #glu http://t.co/HNUOq40C0g,651093738777763840
1611,GLU MOBILE INC,05-Oct-15,RT @NiccoloDeMasi: Sat down with @DeanTak this week to discuss @GluMobile’s innovative new James Bond title - http://t.co/OhepaK9yQm,651059700985823232
1612,GLU MOBILE INC,01-Oct-15,RT @GamesBeat: Glu reinvents James Bond in a mobile strategy game that matches Daniel Craig's style http://t.co/XMNrCSViqi http://t.co/jQeC…,649710346718998528
1613,GLU MOBILE INC,01-Oct-15,RT @SocialTimes: .@glumobile Launches James Bond: World of Espionage on Mobile   http://t.co/OZ2ro5DmW2 http://t.co/srLIIDzwnR,649710237167915008
1614,GLU MOBILE INC,01-Oct-15,RT @alistdaily: INTERVIEW: @NiccoloDeMasi Talks How @Glumobile Will Usher In A New #JamesBond Era on Mobile: https://t.co/Xrfp6eu8hz https:…,649709295659937792
1615,GLU MOBILE INC,01-Oct-15,RT @NiccoloDeMasi: Proud to announce the first F2P mobile game in the history of the Bond franchise - http://t.co/Hpyut6FJBB http://t.co/gg…,649643130124275716
1616,GLU MOBILE INC,30-Sep-15,James Bond: World of Espionage​ is available! Download on iOS http://t.co/H1v9jgY9qU Android http://t.co/73vN10uBxo http://t.co/8x4S4J6o39,649276637406584832
1617,GLU MOBILE INC,29-Sep-15,RT @007WoE: Pre-register here http://t.co/gC4Arwu2Pb https://t.co/f5O4dGCGZC,648657635663847424
1618,GLU MOBILE INC,28-Sep-15,RT @AppStoreGames: What we're playing. #Homescreen http://t.co/1funhKCrVy,648557663698096128
1619,Goodyear Tire & Rubber Co/The,08-Aug-17,Challenge accepted. #GoHard #MoreDriven https://t.co/NHqjgZau81,894997936014319616
1620,Goodyear Tire & Rubber Co/The,07-Aug-17,"Unveiling a partnership built by a legacy to keep driving forward. All for one, one for all. #MoreDriven https://t.co/97neNrke4f",894645772729237506
1621,Goodyear Tire & Rubber Co/The,07-Aug-17,"@VanVlietHearing Don't thank us, we're happy to get you back on the road! To thank you for your loyalty, follow us then check your DM for more info.",894601394283585537
1622,Goodyear Tire & Rubber Co/The,06-Aug-17,It's not Sunday without a Sunday drive. #MoreDriven https://t.co/ln1tzTlYTi,894273143820496898
1623,Goodyear Tire & Rubber Co/The,04-Aug-17,"To be great, you can never act like you've arrived. You just keep driving. #MoreDriven https://t.co/9F4WQIrtQe",893489591197417475
1624,Goodyear Tire & Rubber Co/The,03-Aug-17,"A Shelby Cobra hardtop, miles of salt flats and a set of Goodyear Tires. Not a bad way to spend the day. #ThrowbackThursday https://t.co/nYEhZgQXAQ",893125602475212800
1625,Goodyear Tire & Rubber Co/The,02-Aug-17,We’d like to assist you with your tire concerns @raoravikumar . We'll be sending you a DM with more details.,892890997486649344
1626,Goodyear Tire & Rubber Co/The,01-Aug-17,"@C3DPODean Thanks for showing some love! To thank you for your loyalty, we'd like to send you something. Check your DM for more info.",892476426141794305
1627,Goodyear Tire & Rubber Co/The,01-Aug-17,You know what pit crews do on their day off? Practice. #MoreDriven https://t.co/d6oyYnDRS8,892473781528264704
1628,Goodyear Tire & Rubber Co/The,01-Aug-17,"@ChrisBonts Thanks for showing some Goodyear love! In return, we'd like to send you something. Follow us so we can DM you with more info.",892393071706505216
1629,Great Panther Mining Ltd,13-Apr-17,"Great Panther Silver is pleased to welcome Ms. Elise Rees FCPA, FCA, ICD.D to the Company's board of directors. https://t.co/1wyhuwzdUQ",852561308608155648
1630,Great Panther Mining Ltd,12-Apr-17,Great Panther released Q1 production results https://t.co/NTV17TzCPB,852168241548054534
1631,Great Panther Mining Ltd,05-Apr-17,https://t.co/5IE8bOkhya,849643333567733761
1632,Great Panther Mining Ltd,28-Feb-17,We have released our Fiscal Year 2016 earnings results. Join us tomorrow at 8 am PT for our conference call.  https://t.co/ESajDCM6eK https://t.co/AS5zNQaY9a,836379897337524225
1633,Great Panther Mining Ltd,11-Jan-17,Great Panther Reports Annual 2016 Production Results And Provides 2017 Outlook https://t.co/A5xSXvNQGX https://t.co/oLkkY9CeFr,819315803640078341
1634,Great Panther Mining Ltd,03-Nov-16,@123Kiki results are out! https://t.co/OdlTSyDhsm,793976708391051264
1635,Great Panther Mining Ltd,03-Nov-16,We have released our Q3 earnings results. Join us tomorrow at 8am PT for our conference call. Details: https://t.co/OdlTSyDhsm https://t.co/XCTampvReq,793975857064726528
1636,Great Panther Mining Ltd,10-Oct-16,@bomberossimub muchas gracias a ustedes por su incondicional servicio a todos los Guanajuatenses! #comunidad #juntossomosmas,785330060072845312
1637,Great Panther Mining Ltd,05-May-16,Q12016 Financials are out https://t.co/pIJ3SImQdx Webcast tomorrow at 8am PT. Details @ https://t.co/YlfUQMgZui. https://t.co/033rlZzC9A,728026721253875712
1638,Greenpower Motor Co. Inc.,16-Sep-21,"Congratulations to CEO &amp; Chairman, Fraser Atkinson, for being named as one of Canada’s Top Sustainability Leaders for 2022 in Manufacturing &amp; Transportation on the Clean16 list. This accolade is a testament to the work and dedication of the GreenPower team. #leadingtheway https://t.co/5tdNPpe9tC",1438629622783041541
1639,Greenpower Motor Co. Inc.,15-Sep-21,One year since GreenPower Motor Company started trading on the NASDAQ exchange. Thank you to the countless individuals that have been involved in our efforts and we look forward to what's ahead. #thefutureisgreen https://t.co/jEnFLiCpXG,1438226544485355522
1640,Greenpower Motor Co. Inc.,02-Sep-21,This wraps up our 2021 ACT Expo. Thank you for joining us and for being part of our journey!  #ACTexpo2021 #GP #futureoftransportation #greenenergy https://t.co/MxZlXlBIRo,1433512655071944719
1641,Greenpower Motor Co. Inc.,31-Aug-21,Our Booth#911 is opening today at 12:00pm! We look forward to your visit! #ACTexpo2021 #cleantransportation #EV https://t.co/HTFWhWO29P,1432776512311332867
1642,Greenpower Motor Co. Inc.,27-Aug-21,Take a ride in our EV Star at the Ride and Drive event taking place at the ACT Expo 2021 on 9/1/21 from 11am-2pm! We look forward to your visit!  #ACTExpo #RideandDrive #EV #ElectricVehicle https://t.co/6UFhbDWjFd,1431345776983171082
1643,Greenpower Motor Co. Inc.,25-Aug-21,RT @BarNoneMark: It was great to hear about current options @GreenPowerBus has for rural transit systems to help address climate change thr…,1430659713008472067
1644,Greenpower Motor Co. Inc.,25-Aug-21,Meet our team who will attend the ACT Expo 2021 on 8/31-9/1 at Booth#911! Come say hello and ask us any queries. We look forward to seeing you there!  #EV #Expo2021 #ACTEXPO2021 https://t.co/SlcfUkxQKc,1430656146176548867
1645,Greenpower Motor Co. Inc.,25-Aug-21,Meet our team who will attend the ACT Expo 2021 on 8/31-9/1 at Booth#911! Come say hello and ask us any queries. We look forward to seeing you there!  #EV #Expo2021 #ACTEXPO2021 https://t.co/EMMnPf0wkB,1430656140765847553
1646,Greenpower Motor Co. Inc.,25-Aug-21,Meet our team who will attend the ACT Expo 2021 on 8/31-9/1 at Booth#911! Come say hello and ask us any queries. We look forward to seeing you there!  #EV #Expo2021 #ACTEXPO2021 https://t.co/UJssFDQ0ri,1430656135334227968
1647,Greenpower Motor Co. Inc.,23-Aug-21,Check out the vehicles we will feature at our Booth#911 at the upcoming ACT Expo 2021 in August 31 - September 1st. We look forward to seeing you there! Register: https://t.co/l1ZsfDql6z #Tradeshow2021 #ActExpo #EV https://t.co/HmsWXCzDiZ,1429912072767299592
1648,GrowGeneration Corp,24-Nov-20,GrowGeneration Emerges as Best Cannabis Stock of 2020 https://t.co/m7QtCTT1cF,1331352872446021634
1649,GrowGeneration Corp,02-Nov-20,https://t.co/EkUYW9P6Ta,1323272802041028608
1650,GrowGeneration Corp,22-Oct-20,https://t.co/ajubpqlsmV,1319316681060122625
1651,HARBINGER GROUP INC,13-Sep-13,I posted a new photo to Facebook http://t.co/uMPAophVyL,378468927460110336
1652,HARBINGER GROUP INC,13-Sep-13,I posted a new photo to Facebook http://t.co/F85sjPNzlj,378468920564281344
1653,HARBINGER GROUP INC,13-Sep-13,I posted a new photo to Facebook http://t.co/nwMqxRtnvc,378468914990026752
1654,HARBINGER GROUP INC,13-Sep-13,I posted a new photo to Facebook http://t.co/RAI3towhTl,378468908618899456
1655,HARBINGER GROUP INC,13-Sep-13,I posted a new photo to Facebook http://t.co/4rQALigoaA,378468902306447360
1656,HARBINGER GROUP INC,30-Aug-13,I posted a new photo to Facebook http://t.co/xWtd1WXzEe,373398569320853506
1657,HARBINGER GROUP INC,30-Aug-13,I posted a new photo to Facebook http://t.co/BxZr6FCiMl,373398564556124160
1658,HARBINGER GROUP INC,30-Aug-13,I posted a new photo to Facebook http://t.co/8yZtXetFQF,373398559845916673
1659,HARBINGER GROUP INC,30-Aug-13,I posted a new photo to Facebook http://t.co/X6Q30IPfwK,373398554754043904
1660,HARBINGER GROUP INC,30-Aug-13,I posted a new photo to Facebook http://t.co/OXDM4RUVKg,373397407158910977
1661,"Harrow Health, Inc.",29-Jun-20,#ImperialCollegeLondon launches human trial of new #coronavirus #vaccine  Read our latest #blog at https://t.co/6iiw3EZs00  #COVID19 https://t.co/eXkavkMUVN,1277517537853485056
1662,"Harrow Health, Inc.",19-Jun-20,What is the place of #Covid19 #antibody testing?  Our latest article is now live on our website and can be found at https://t.co/F8EnnMdBxx,1273956598826835968
1663,"Harrow Health, Inc.",08-Jun-20,"Dr Jane Woyka, GP Principal at Harrow Health Care, has produced an article entitled ‘Stopping #HRT’ for the Spring issue of the @MenopauseExch newsletter.  Read more: https://t.co/qKh4rleBkp  For more info on how to receive the newsletter for free, go to https://t.co/gUeM8MSX0V",1270009647940976650
1664,"Harrow Health, Inc.",22-May-20,"What is a #COVID19 test, and when should I get one?  Read our latest #blog at https://t.co/mBZLUOzwQh",1263775440826781696
1665,"Harrow Health, Inc.",12-May-20,"If you feel you may be infected, or would like to confirm past infection with the #coronavirus, then get tested with our home testing kits  For further details, go to https://t.co/4Min5V5ubO  #COVID19 https://t.co/dc02bi0hZS",1260161083165335552
1666,"Harrow Health, Inc.",06-May-20,"RT @RDP_Newmans: #COVID19 - @Harrowhealth have #coronavirus tests in stock for private appointments.  For full details, go to https://t.co/…",1258008462845513730
1667,"Harrow Health, Inc.",29-Apr-20,"If you feel you may be infected with the #coronavirus, then get tested with our home testing kit  For further details, go to https://t.co/4Min5V5ubO  #COVID19 https://t.co/sm2zHJJHNt",1255497257287368704
1668,"Harrow Health, Inc.",24-Apr-20,Childhood #vaccination rates fall to record low amid #SocialDistancing measures  Read our latest #blog at https://t.co/X4W5B3vnSy  #COVID19 https://t.co/zTsm5I1Q4E,1253697322598445066
1669,"Harrow Health, Inc.",21-Apr-20,We are now offering ONLINE BOOKING via our website. Don’t neglect major &amp; minor health problems that occur despite the pandemic. Many can be addressed without a visit to the surgery.  We offer telephone / video consultations from £85 https://t.co/YaV7YznAez,1252533039521030144
1670,"Harrow Health, Inc.",17-Apr-20,"#Vaccination rates slip as parents avoid health centres  https://t.co/bjm4My4mAa  For help and advice, contact our expert team at Harrow Health Care today.  #COVID19 #Coronavirus",1251185234915332099
1671,Healthcare Trust of America Inc.,30-May-19,"HTA is proud to sponsor Middlesex Health’s golf tournament next week in Cromwell, CT. The golf tournament will raise money for Middlesex Health Cancer Center which provides cancer services to the surrounding community.",1134187797294788610
1672,Healthcare Trust of America Inc.,29-May-19,"Members of HTA’s management team will be at @REITs_Nareit REITweek in New York next week. Our team will be joining other REIT executives and investors to discuss HTA, the MOB sector and the REIT industry.",1133832972111630341
1673,Healthcare Trust of America Inc.,24-May-19,"New Property Announcement! HTA closed last week on 1740 South St. in downtown Philadelphia. The MOB is adjacent to the Penn Medicine Rittenhouse campus. Act fast, there is only one suite remaining! Call 412-208-6790 today to arrange for a personalized tour. https://t.co/QCFfG6zy0s",1132043650538573824
1674,Healthcare Trust of America Inc.,23-May-19,"#CraneWatch: Be sure to follow the progress of our new medical office building in Cary, NC by clicking on the link below. Stay tuned for project updates!  https://t.co/8o95dlo5aI",1131662360358412288
1675,Healthcare Trust of America Inc.,21-May-19,Thank you to everyone who stopped by our booth at @MoneyShows Las Vegas. For more information on investing in HTA please visit our website: https://t.co/SOJl0PBPg9 https://t.co/NW6fzk7dTd,1130896117292511235
1676,Healthcare Trust of America Inc.,20-May-19,"HTA would like to welcome Brian Scardo, PA and HMG Orthopedic &amp; Sports Medicine Clinic to our Sapling Grove building in Bristol, TN. To learn more about HMG’s new clinic click the link below. https://t.co/X4ZaDRGbEM",1130520091689246720
1677,Healthcare Trust of America Inc.,17-May-19,"#PropertySpotlight: Mission Medical Tower in Mission Viejo, CA. This 5-story, on-campus Class A medical office building offers fully built-out medical suites. Click the link below to check out a drone video of the property! https://t.co/96LQDW8Utt",1129484321008553984
1678,Healthcare Trust of America Inc.,16-May-19,Come join our growing team! We are currently hiring for positions in several departments across the country! Click the link below to see why you should come work for the country’s largest owner &amp; operator of medical office buildings. #nowhiring #applytoday https://t.co/ixe6e171Sh,1129076585829732352
1679,Healthcare Trust of America Inc.,15-May-19,#DYK it is National Women’s Health Week? #NWHW is a week focused on encouraging women to take steps to improve their health. Want ideas to help you eat healthier or get more physical activity? This tool can help. #FindYourHealth #NWHW https://t.co/knoCRZGZwr,1128744470575570944
1680,Healthcare Trust of America Inc.,14-May-19,"Today we officially broke ground on our new 125,000 Class A medical office building in Cary, NC. HTA’s CFO, Robert Milligan, and @WakeMed’s President and CEO, Donald Gintzig, spoke at the event. The project is expected to be complete by summer of 2020. https://t.co/hLF3861WI3",1128370696940326914
